DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
2058840-2-DCA,Business,12/31/2022,Active,09/29/2017,Tobacco Retail Dealer,Vijesh Patel,,S/W/C,6 AVENUE,WEST   36 STREET,NEW YORK,NY,10018,516-784-9844,Manhattan,1,105,04,,,,,,-73.98685162090624,40.75108103078343,"(40.75108103078343, -73.98685162090624)"
2089820-2-DCA,Business,12/31/2022,Active,08/21/2019,Tobacco Retail Dealer,BRIDGE FOOD MART CORP.,,427,WYTHE AVE,,BROOKLYN,NY,11249,,Brooklyn,3,301,33,3059502,3021300001,BK73,549,,-73.9669130633306,40.70997706288103,"(40.70997706288103, -73.9669130633306)"
2089822-2-DCA,Business,12/31/2022,Active,08/21/2019,Tobacco Retail Dealer,ACOSTA GROCERY STORE CORP,,313,WILSON AVE,,BROOKLYN,NY,11237,718-574-2250,Brooklyn,3,304,37,3075664,3033070001,BK77,433,,-73.91867130660404,40.69670135663483,"(40.69670135663483, -73.91867130660404)"
2028187-2-DCA,Business,12/31/2022,Active,09/09/2015,Tobacco Retail Dealer,LOS PEREZ DELI FOOD CORP.,,2629,MARION AVE,,BRONX,NY,10458,718-933-5358,Bronx,2,207,15,2016645,2032870115,BX05,40502,,-73.89107261738864,40.864368216393366,"(40.864368216393366, -73.89107261738864)"
1286676-DCA,Business,12/31/2022,Active,05/27/2008,Tobacco Retail Dealer,"MYRTLE CONVENIENT DELI, INC.",,6815,MYRTLE AVE,,GLENDALE,NY,11385,718-366-7278,Queens,4,405,30,4089535,4036820044,QN19,627,,-73.88405320751781,40.70168638061972,"(40.70168638061972, -73.88405320751781)"
2060571-2-DCA,Business,12/31/2022,Active,11/09/2017,Tobacco Retail Dealer,MJ DELI & GROCERY FOOD CORP,,11002,GUY R BREWER BLVD,,JAMAICA,NY,11433,7186583818,Queens,4,412,28,4263644,4121650035,QN01,262,,-73.78880225776359,40.69320141020926,"(40.69320141020926, -73.78880225776359)"
1385840-DCA,Business,12/31/2022,Active,03/22/2011,Tobacco Retail Dealer,"FIRST STOP GROCERY I, INC.",,3185,FULTON ST,,BROOKLYN,NY,11208,718-235-9193,Brooklyn,3,305,37,3327209,3041260001,BK83,117601,,-73.87728711478805,40.68220795460841,"(40.68220795460841, -73.87728711478805)"
2047934-2-DCA,Business,12/31/2022,Active,02/01/2017,Tobacco Retail Dealer,QUICK STOP DELI & GRILL INC,,11501,LIBERTY AVE,,SOUTH RICHMOND HILL,NY,11419,347-261-2616,Queens,4,410,28,4201956,4095200033,QN55,98,,-73.82760501616133,40.685764606383714,"(40.685764606383714, -73.82760501616133)"
2031396-2-DCA,Business,12/31/2022,Active,12/15/2015,Tobacco Retail Dealer,WOODLAWN & JEROME CORP.,JEROME WOODLAWN,3598,JEROME AVE,,BRONX,NY,10467,718-708-4618,Bronx,2,207,11,2017852,2033290085,BX43,431,,-73.87923752128341,40.88537530783482,"(40.88537530783482, -73.87923752128341)"
2048207-2-DCA,Business,12/31/2022,Active,02/08/2017,Tobacco Retail Dealer,BAEZ DELI GROCERY CORP.,,751,HOME ST,,BRONX,NY,10456,9175772146,Bronx,2,203,17,2004736,2026620046,BX35,135,,-73.90183118276158,40.82815322067226,"(40.82815322067226, -73.90183118276158)"
2090834-2-DCA,Business,12/31/2022,Active,09/24/2019,Tobacco Retail Dealer,FINEST COLUMBIA DELI INC,,945,AMSTERDAM AVE,,NEW YORK,NY,10025,212-665-6410,Manhattan,1,107,07,1055950,1018610003,MN09,193,,-73.96551712358878,40.80068500231339,"(40.80068500231339, -73.96551712358878)"
2058686-2-DCA,Business,12/31/2022,Active,09/26/2017,Tobacco Retail Dealer,WALK IN DELI INC,,87,WYTHE AVE,,BROOKLYN,NY,11249,,Brooklyn,3,301,33,3061596,3022960004,BK73,557,,-73.95843674326747,40.72136781745794,"(40.72136781745794, -73.95843674326747)"
1150852-DCA,Business,12/31/2022,Active,09/05/2003,Tobacco Retail Dealer,AHMED ABDO ALHAJAJ & HUSSEIN MOHAMED ISMAIL,RAYAN CANDY & NEWSTAND,3812,DYRE AVE,,BRONX,NY,10466,718-325-0489,Bronx,2,212,12,2095125,2049500091,BX03,484,,-73.83128278201279,40.888136714493704,"(40.888136714493704, -73.83128278201279)"
2063420-2-DCA,Business,12/31/2022,Active,12/15/2017,Tobacco Retail Dealer,EBB CONVENIENCE CORP.,,3968,WHITE PLAINS RD,,BRONX,NY,10466,,Bronx,2,212,12,2063413,2048380050,BX44,406,,-73.86055717594091,40.887604896922575,"(40.887604896922575, -73.86055717594091)"
1403458-DCA,Business,12/31/2022,Active,08/15/2011,Tobacco Retail Dealer,JAMBO GROCERY & CANDY CORP.,,2233A,GRAND CONCOURSE,,BRONX,NY,10453,347-854-7330,Bronx,2,205,14,2013772,2031630040,BX40,23704,,-73.9007343214369,40.85613734065176,"(40.85613734065176, -73.9007343214369)"
1064794-DCA,Business,12/31/2022,Active,10/23/2000,Tobacco Retail Dealer,FELMINGO CORP.,,189,SMITH ST,,BROOKLYN,NY,11201,718-625-6533,Brooklyn,3,306,33,3006354,3003970009,BK38,69,,-73.99138607901406,40.68534995529814,"(40.68534995529814, -73.99138607901406)"
1473190-DCA,Business,12/31/2022,Active,09/17/2013,Tobacco Retail Dealer,"KAP FUEL & FOOD, INC",,970,BLOOMINGDALE RD,,STATEN ISLAND,NY,10309,718-948-4923,Staten Island,5,503,51,5136150,5071040015,SI11,226,,-74.22099516503543,40.549487271683375,"(40.549487271683375, -74.22099516503543)"
1041626-DCA,Business,12/31/2022,Active,10/27/2000,Tobacco Retail Dealer,SON KWAN GROCERY INC.,,570,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,212-242-9119,Manhattan,1,105,03,1015317,1008170085,MN13,54,,-73.99593317467682,40.73858760878993,"(40.73858760878993, -73.99593317467682)"
2027363-2-DCA,Business,12/31/2022,Active,08/20/2015,Tobacco Retail Dealer,LASK CORP.,THE SHERPAR DELI & GROCERY,2172,21ST ST,,ASTORIA,NY,11105,7189568449,Queens,4,401,22,4020263,4008920065,QN72,103,,-73.91646351396057,40.78076881699528,"(40.78076881699528, -73.91646351396057)"
1048016-DCA,Business,12/31/2022,Active,10/23/2000,Tobacco Retail Dealer,"GRULLON, JUAN",SAN MIGUEL GROCERY,774,BURKE AVE,,BRONX,NY,10467,718-652-9536,Bronx,2,212,12,2055643,2045710025,BX07,340,,-73.86412379014003,40.871379780990395,"(40.871379780990395, -73.86412379014003)"
1468252-DCA,Business,12/31/2022,Active,06/28/2013,Tobacco Retail Dealer,JUN 0709 INC.,,600,W 42ND ST,,NEW YORK,NY,10036,212-695-9292,Manhattan,1,104,03,1085962,1010897502,MN13,117,,-73.99872936651296,40.760987559943935,"(40.760987559943935, -73.99872936651296)"
1274014-DCA,Business,12/31/2022,Active,12/10/2007,Tobacco Retail Dealer,KRISHNA NEWS INC.,,10513,CROSSBAY BLVD,,OZONE PARK,NY,11417,7186416637,Queens,4,410,32,4457277,4091630056,QN56,86,,-73.84445390271266,40.67979402285285,"(40.67979402285285, -73.84445390271266)"
2051265-2-DCA,Business,12/31/2022,Active,04/17/2017,Tobacco Retail Dealer,LUCKY HUANG GROCERY STORE INC.,,8261,BROADWAY,,ELMHURST,NY,11373,718-779-3154,Queens,4,404,25,4037524,4015180088,QN29,271,,-73.88116471945938,40.741951822051796,"(40.741951822051796, -73.88116471945938)"
1063750-DCA,Business,12/31/2022,Active,09/29/2000,Tobacco Retail Dealer,"THE SMOKING STOP, LTD.",,45,CHRISTOPHER ST,,NEW YORK,NY,10014,212-929-1151,Manhattan,1,102,03,1010699,1006107501,MN23,73,,-74.00190877946109,40.73375140990966,"(40.73375140990966, -74.00190877946109)"
2000782-2-DCA,Business,12/31/2022,Active,11/18/2013,Tobacco Retail Dealer,EL PUTNAM GROCERY CORP,,1078,PUTNAM AVE,,BROOKLYN,NY,11221,347-430-2490,Brooklyn,3,303,41,3039820,3014860027,BK35,375,,-73.9192160997247,40.68756988974404,"(40.68756988974404, -73.9192160997247)"
2024013-2-DCA,Business,12/31/2022,Active,06/08/2015,Tobacco Retail Dealer,YOGI STATIONARY LLC,,7,HYATT ST,,STATEN ISLAND,NY,10301,7189810428,Staten Island,5,501,49,5000086,5000080086,SI22,3,,-74.0766679643186,40.642152099900876,"(40.642152099900876, -74.0766679643186)"
2088283-2-DCA,Business,12/31/2022,Active,07/16/2019,Tobacco Retail Dealer,PRAMUKH 1929 INC,,1929,AVENUE U,,BROOKLYN,NY,11229,347-813-7507,Brooklyn,3,315,48,3198274,3073240042,BK44,578,,-73.95218934706962,40.59930504688965,"(40.59930504688965, -73.95218934706962)"
2054184-2-DCA,Business,12/31/2022,Active,06/08/2017,Tobacco Retail Dealer,A.M BEST DELI & GROCERY INC.,,3631,HOLLAND AVE,,BRONX,NY,10467,347-843-7113,Bronx,2,212,12,2057848,2046620021,BX44,380,,-73.86354652048252,40.87958024855114,"(40.87958024855114, -73.86354652048252)"
1179936-DCA,Business,12/31/2022,Active,09/14/2004,Tobacco Retail Dealer,"PATEL, HANSA",HANSA PATEL NEWSSTAND,S/W/C,3 AVENUE,EAST   59 STREET,NEW YORK,NY,10022,718-776-8239,Manhattan,1,106,04,,,,,,-73.96658422171976,40.761550882570425,"(40.761550882570425, -73.96658422171976)"
2093896-2-DCA,Business,12/31/2022,Active,01/24/2020,Tobacco Retail Dealer,14TH ST DELI CORP,,1133,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,718-676-0207,Brooklyn,3,313,48,3245666,3087170020,,,,-73.95583347132629,40.577682964880154,"(40.577682964880154, -73.95583347132629)"
2020270-2-DCA,Business,12/31/2022,Active,04/01/2015,Tobacco Retail Dealer,LINDEN & WILSON CORP.,,338,WILSON AVE,,BROOKLYN,NY,11221,718-443-9410,Brooklyn,3,304,37,3076293,3033330031,BK78,417,,-73.91705325494672,40.695764235686994,"(40.695764235686994, -73.91705325494672)"
2058041-2-DCA,Business,12/31/2022,Active,09/11/2017,Tobacco Retail Dealer,BRADDOCK DELI & GROCERY CORP,,22215,BRADDOCK AVE,,QUEENS VILLAGE,NY,11428,718-468-3665,Queens,4,413,23,4166384,4079490003,QN43,1301,,-73.7375599990108,40.728832931813166,"(40.728832931813166, -73.7375599990108)"
1299008-DCA,Business,12/31/2022,Active,09/10/2008,Tobacco Retail Dealer,SMILEY MINI MARKET INC.,,8811,FLATLANDS AVE,,BROOKLYN,NY,11236,7182570112,Brooklyn,3,318,46,3224611,3080090005,BK50,964,,-73.907301078791,40.63938178352069,"(40.63938178352069, -73.907301078791)"
2031485-2-DCA,Business,12/31/2022,Active,12/17/2015,Tobacco Retail Dealer,ARTHUR AVENUE NEWS LLC,,2393,ARTHUR AVE,,BRONX,NY,10458,3472678320,Bronx,2,206,15,2011896,2030650044,BX06,391,,-73.88774723219866,40.85535417373742,"(40.85535417373742, -73.88774723219866)"
2060821-1-DCA,Business,12/31/2022,Active,11/15/2017,Tobacco Retail Dealer,TOP 1 DELI GRILL INC,,9707,57TH AVE,,CORONA,NY,11368,718-606-8158,Queens,4,404,21,4047159,4019050001,QN25,44302,,-73.86376582481542,40.73725549264778,"(40.73725549264778, -73.86376582481542)"
2095803-1-DCA,Business,12/31/2021,Active,06/09/2020,Tobacco Retail Dealer,BAZAAR DELI & GROCERY INC,,30,AVENUE O,,BROOKLYN,NY,11204,7182364531,Brooklyn,3,311,44,3174094,3065960009,,,,-73.98416016244268,40.61018878277326,"(40.61018878277326, -73.98416016244268)"
2031822-2-DCA,Business,12/31/2022,Active,12/29/2015,Tobacco Retail Dealer,BROADWAY BEER AND SMOKE INC.,,3110,BROADWAY,,ASTORIA,NY,11106,9175864084,Queens,4,401,22,4008258,4006110037,QN70,59,,-73.9252120977054,40.76188278082406,"(40.76188278082406, -73.9252120977054)"
1413952-DCA,Business,12/31/2022,Active,11/17/2011,Tobacco Retail Dealer,I & R DELI INC.,,6908,15TH AVE,,BROOKLYN,NY,11228,718-236-9102,Brooklyn,3,311,43,3156560,3061570042,BK28,190,,-73.99962177111097,40.620932993725,"(40.620932993725, -73.99962177111097)"
1215884-DCA,Business,12/31/2022,Active,12/12/2005,Tobacco Retail Dealer,L & E SUPERMARKET & DELI INC.,,4418,4TH AVE,,BROOKLYN,NY,11220,718-768-6580,Brooklyn,3,307,38,3011145,3007370045,BK32,80,,-74.00925798650655,40.64967328993781,"(40.64967328993781, -74.00925798650655)"
1382294-DCA,Business,12/31/2022,Active,02/09/2011,Tobacco Retail Dealer,BODELI CORP,,2710A,E TREMONT AVE,,BRONX,NY,10461,718-892-6800,Bronx,2,210,13,2041964,2039880032,BX37,200,,-73.84549006504328,40.8425698696452,"(40.8425698696452, -73.84549006504328)"
2082083-2-DCA,Business,12/31/2022,Active,02/08/2019,Tobacco Retail Dealer,"MAHANT 277, INC",,277,CANAL ST,,NEW YORK,NY,10013,,Manhattan,1,102,01,1002678,1002090001,MN24,45,,-74.00150792988558,40.719141075849485,"(40.719141075849485, -74.00150792988558)"
1068052-DCA,Business,12/31/2022,Active,11/30/2000,Tobacco Retail Dealer,SCHUYLER DELI CORP.,,3610,E TREMONT AVE,,BRONX,NY,10465,718-792-3025,Bronx,2,210,13,2079886,2055430027,BX52,152,,-73.8240233481903,40.828318740453575,"(40.828318740453575, -73.8240233481903)"
2030557-2-DCA,Business,12/31/2022,Active,11/18/2015,Tobacco Retail Dealer,199 WATER NEWSSTAND INC.,,199,WATER ST,,NEW YORK,NY,10038,212-480-5911,Manhattan,1,101,01,1001162,1000747501,MN25,1502,,-74.00431378701295,40.707269910970616,"(40.707269910970616, -74.00431378701295)"
2062953-2-DCA,Business,12/31/2022,Active,12/11/2017,Tobacco Retail Dealer,DEMARIE LLC,Davidoff of Geneva,156,BROADWAY,,BROOKLYN,NY,11211,,Brooklyn,3,301,34,3059531,3021327506,BK73,549,,-73.96301019953431,40.71015428452948,"(40.71015428452948, -73.96301019953431)"
1459386-DCA,Business,12/31/2022,Active,04/15/2013,Tobacco Retail Dealer,TOP DELI GROCERY INC.,,9512,35TH AVE,,JACKSON HTS,NY,11372,718-606-8158,Queens,4,403,21,4546998,4014690006,QN28,273,,-73.8724209333528,40.75317673617984,"(40.75317673617984, -73.8724209333528)"
2083712-2-DCA,Business,12/31/2022,Active,03/26/2019,Tobacco Retail Dealer,24/7 KING DELI CORP,,3593,3RD AVE,,BRONX,NY,10456,607-261-0980,Bronx,2,203,16,2128574,2023737501,BX01,145,,-73.90517828887083,40.83245424501677,"(40.83245424501677, -73.90517828887083)"
2048126-2-DCA,Business,12/31/2022,Active,02/07/2017,Tobacco Retail Dealer,"86TH STREET OPTIMO CENTER, INC",,1516,86TH ST,,BROOKLYN,NY,11228,3475544333,Brooklyn,3,311,43,3166170,3063600043,BK27,172,,-74.00910857797811,40.61115019136147,"(40.61115019136147, -74.00910857797811)"
2052641-2-DCA,Business,12/31/2022,Active,05/08/2017,Tobacco Retail Dealer,COLORADO DELI FOOD CORP.,,1158,GERARD AVE,,BRONX,NY,10452,347-297-8140,Bronx,2,204,16,2002954,2024790001,BX63,197,,-73.92092790077417,40.834318800045416,"(40.834318800045416, -73.92092790077417)"
1341626-DCA,Business,12/31/2022,Active,12/29/2009,Tobacco Retail Dealer,1517 DELI GROCERY CORP.,,1517,SAINT NICHOLAS AVE,,NEW YORK,NY,10033,212-928-2232,Manhattan,1,112,10,1063969,1021660044,MN35,271,,-73.93157717073333,40.85228149015591,"(40.85228149015591, -73.93157717073333)"
2090231-2-DCA,Business,12/31/2022,Active,09/05/2019,Tobacco Retail Dealer,FRESH DELI AND GROCERY 1 CORP,,6274,FRESH POND RD,,RIDGEWOOD,NY,11385,646-321-5111,Queens,4,405,30,4084579,4035210049,QN20,593,,-73.90040384158985,40.71231020925489,"(40.71231020925489, -73.90040384158985)"
2053335-2-DCA,Business,12/31/2022,Active,05/22/2017,Tobacco Retail Dealer,1454 MC DELI GROCERY CORP,,1454,GRAND CONCOURSE,,BRONX,NY,10457,7185385127,Bronx,2,204,14,2007991,2028320030,BX14,225,,-73.91301717836832,40.84004406278686,"(40.84004406278686, -73.91301717836832)"
2056183-2-DCA,Business,12/31/2022,Active,07/25/2017,Tobacco Retail Dealer,857 COMMUNITY DELI & GRILL CORP,,857,E 241ST ST,,BRONX,NY,10470,718-325-8057,Bronx,2,212,11,2071959,2051170055,BX62,442,,-73.84707069779556,40.90177509898233,"(40.90177509898233, -73.84707069779556)"
2031191-2-DCA,Business,12/31/2022,Active,12/09/2015,Tobacco Retail Dealer,5 STAR EXPRESS DELI AND GROCERY CORP,,1176,NOSTRAND AVE,,BROOKLYN,NY,11225,347-241-6164,Brooklyn,3,309,40,3115474,3050390047,BK60,802,,-73.9504383060806,40.658797618160314,"(40.658797618160314, -73.9504383060806)"
1454884-DCA,Business,12/31/2022,Active,01/25/2013,Tobacco Retail Dealer,1430 FOOD CORP I,,1430,ROCKAWAY PKWY,,BROOKLYN,NY,11236,718-272-1150,Brooklyn,3,318,42,3229364,3081650001,BK50,968,,-73.90248942087474,40.64528184073729,"(40.64528184073729, -73.90248942087474)"
2065446-2-DCA,Business,12/31/2022,Active,01/29/2018,Tobacco Retail Dealer,SHANI VILLAGE POP INC.,,311,6TH AVE,,NEW YORK,NY,10014,2122557000,Manhattan,1,102,03,1010078,1005890038,MN23,67,,-74.00155870797856,40.73082550685727,"(40.73082550685727, -74.00155870797856)"
2031456-2-DCA,Business,12/31/2022,Active,12/16/2015,Tobacco Retail Dealer,17TH MINI MART INC,,8306,17TH AVE,,BROOKLYN,NY,11214,646-708-5911,Brooklyn,3,311,43,3164527,3063120042,BK28,182,,-74.00314420008586,40.61025570626762,"(40.61025570626762, -74.00314420008586)"
2093901-2-DCA,Business,12/31/2022,Active,01/24/2020,Tobacco Retail Dealer,STOP AND GO GROCERY STORE INC,,2028,MERMAID AVE,,BROOKLYN,NY,11224,7182662377,Brooklyn,3,313,47,3189553,3070590001,,,,-73.98726399562851,40.576343050198176,"(40.576343050198176, -73.98726399562851)"
2047387-2-DCA,Business,12/31/2022,Active,01/13/2017,Tobacco Retail Dealer,ONE STOP SOUTH CONDUIT DELI INC,,23002,S CONDUIT AVE,,SPRINGFIELD GARDENS,NY,11413,347-630-6631,Queens,4,413,31,4287582,4135140001,QN03,680,,-73.747260607613,40.66545848093634,"(40.66545848093634, -73.747260607613)"
2028496-2-DCA,Business,12/31/2022,Active,09/17/2015,Tobacco Retail Dealer,"HG-KCGI-TEI JFK T8, JV",Hudson/Euro Cafe,1,JFK INTL AIRPORT BLVD,"TERM 8-B1, STORE 1296",JAMAICA,NY,11430,,Queens,4,,,,,,,,,,
2092414-2-DCA,Business,12/31/2022,Active,11/21/2019,Tobacco Retail Dealer,SEELEY GOURMET DELI INC,,251,SEELEY ST,,BROOKLYN,NY,11218,7182089882,Brooklyn,3,307,39,3121890,3052570045,,,,-73.97371925767482,40.655591155066524,"(40.655591155066524, -73.97371925767482)"
2051687-2-DCA,Business,12/31/2022,Active,04/21/2017,Tobacco Retail Dealer,ALONSO MINIMARKET CORP,,752,SENECA AVE,,RIDGEWOOD,NY,11385,718-387-7976,Queens,4,405,34,4082611,4034570028,QN20,549,,-73.90684571973107,40.70229995376231,"(40.70229995376231, -73.90684571973107)"
2082198-2-DCA,Business,12/31/2022,Active,02/12/2019,Tobacco Retail Dealer,MAHANT 3461 INC,,3461,E TREMONT AVE,,BRONX,NY,10465,347-701-1924,Bronx,2,210,13,2090315,2054190157,BX52,164,,-73.82737063325791,40.83200995701554,"(40.83200995701554, -73.82737063325791)"
1408106-DCA,Business,12/31/2022,Active,09/20/2011,Tobacco Retail Dealer,SC & IT INC.,,9744,SUTPHIN BLVD,,JAMAICA,NY,11435,718-739-7299,Queens,4,412,28,4214604,4100310025,QN61,208,,-73.8053510752357,40.69675213593888,"(40.69675213593888, -73.8053510752357)"
1472418-DCA,Business,12/31/2022,Active,08/28/2013,Tobacco Retail Dealer,GOOD NATURE 1045 INC,,1045,2ND AVE,,NEW YORK,NY,10022,2123717507,Manhattan,1,106,04,1038580,1013290021,MN19,108,,-73.96618167484506,40.75810611141994,"(40.75810611141994, -73.96618167484506)"
2092254-2-DCA,Business,12/31/2022,Active,11/15/2019,Tobacco Retail Dealer,YAZI DELI INC,,10743,GUY R BREWER BLVD,,JAMAICA,NY,11433,718-262-8655,Queens,4,412,27,4216427,4101660009,,,,-73.79187223082319,40.697442192022336,"(40.697442192022336, -73.79187223082319)"
2060630-2-DCA,Business,12/31/2022,Active,11/13/2017,Tobacco Retail Dealer,FAST STOP 1 CORP,,103,3RD AVE,,BROOKLYN,NY,11217,347-433-9977,Brooklyn,3,302,33,3005984,3003890004,BK38,127,,-73.98221389007824,40.68306525297342,"(40.68306525297342, -73.98221389007824)"
2092341-2-DCA,Business,12/31/2022,Active,11/19/2019,Tobacco Retail Dealer,6119 CSTORE INC,,6119,NORTHERN BLVD,,WOODSIDE,NY,11377,9178160227,Queens,4,401,26,4026182,4011620045,,,,-73.90096241939948,40.75393491440804,"(40.75393491440804, -73.90096241939948)"
2020465-2-DCA,Business,12/31/2022,Active,04/03/2015,Tobacco Retail Dealer,ALLY'S SMOKES AND MAGAZINES  INC,,158,W 30TH ST,,NEW YORK,NY,10001,212-804-6273,Manhattan,1,105,03,1084284,1008050097,MN17,95,,-73.9912264059419,40.747941455501326,"(40.747941455501326, -73.9912264059419)"
2047513-2-DCA,Business,12/31/2022,Active,01/19/2017,Tobacco Retail Dealer,"A-2-Z CONVENIENCE STORE, INC",,9510,37TH AVE,,JACKSON HEIGHTS,NY,11372,347-832-0937,Queens,4,403,21,4036593,4014830012,QN28,273,,-73.87189783002053,40.75116974355463,"(40.75116974355463, -73.87189783002053)"
1402686-DCA,Business,12/31/2022,Active,08/02/2011,Tobacco Retail Dealer,"RATNAM ENTERPRISE, INC.",,11109,101ST AVE,,S RICHMOND HL,NY,11419,347-444-6994,Queens,4,409,28,4198059,4094130146,QN54,118,,-73.83256418003867,40.68810224377868,"(40.68810224377868, -73.83256418003867)"
2028158-2-DCA,Business,12/31/2022,Active,09/08/2015,Tobacco Retail Dealer,SALOME GROCERY CORP,,10752,VAN WYCK EXPY,,SOUTH RICHMOND HILL,NY,11419,347-968-5804,Queens,4,410,28,4206259,4096150032,QN55,15801,,-73.8089315467965,40.68814228546905,"(40.68814228546905, -73.8089315467965)"
2091602-2-DCA,Business,12/31/2022,Active,10/22/2019,Tobacco Retail Dealer,SHIVMANI FOOD INC,,22324,UNION TPKE,,OAKLAND GARDENS,NY,11364,7184644624,Queens,4,411,23,4164970,4077990008,,,,-73.74735169826498,40.73562342527678,"(40.73562342527678, -73.74735169826498)"
1152330-DCA,Business,12/31/2022,Active,09/24/2003,Tobacco Retail Dealer,"MANAV CONVENIENCE, INC.",,3601,DITMARS BLVD,,ASTORIA,NY,11105,718-777-3746,Queens,4,401,22,4016472,4008230001,QN72,113,,-73.90807728527419,40.77428759562725,"(40.77428759562725, -73.90807728527419)"
1406920-DCA,Business,12/31/2022,Active,09/07/2011,Tobacco Retail Dealer,KEAP ST GOURMET DELI,,332,KEAP ST,,BROOKLYN,NY,11211,718-387-1412,Brooklyn,3,301,34,3063496,3024500006,BK73,527,,-73.95487383300737,40.70863352840528,"(40.70863352840528, -73.95487383300737)"
1164692-DCA,Business,12/31/2022,Active,04/16/2004,Tobacco Retail Dealer,K-N DELI & MARKET INC.,,5924,20TH AVE,,BROOKLYN,NY,11204,718-837-3264,Brooklyn,3,312,44,3131905,3055130047,BK88,244,,-73.98248290122392,40.61978159199867,"(40.61978159199867, -73.98248290122392)"
2087013-2-DCA,Business,12/31/2022,Active,06/10/2019,Tobacco Retail Dealer,MARUTI 9116 CORP,,9116,3RD AVE,,BROOKLYN,NY,11209,7187459135,Brooklyn,3,310,43,3154702,3060850044,BK31,58,,-74.03267109166819,40.61954223191983,"(40.61954223191983, -74.03267109166819)"
1186712-DCA,Business,12/31/2022,Active,04/27/2005,Tobacco Retail Dealer,"SHAUKAT, MOHAMMAD A",,N/W/C,BROADWAY,WEST   86 STREET,NEW YORK,NY,10024,3473840736,Manhattan,1,107,06,,,,,,-73.97650168911773,40.78831177991138,"(40.78831177991138, -73.97650168911773)"
2056726-2-DCA,Business,12/31/2022,Active,08/07/2017,Tobacco Retail Dealer,LOS CATRACHOS DELI CORP,,948,DUMONT AVE,,BROOKLYN,NY,11207,3474947767,Brooklyn,3,305,42,3090534,3040800023,BK82,1120,,-73.88347387478976,40.66791684137702,"(40.66791684137702, -73.88347387478976)"
2088282-2-DCA,Business,12/31/2022,Active,07/16/2019,Tobacco Retail Dealer,MAHANT 118 INC,,118,MULBERRY ST,,NEW YORK,NY,10013,347-701-1924,Manhattan,1,102,01,1077169,1002050010,MN24,41,,-73.99818547206426,40.71773026494201,"(40.71773026494201, -73.99818547206426)"
